,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00
20040526,-0.021359217,-0.023934427,-0.009451651,-0.005625887,-0.013361297,,,,-0.008585373,-0.015010767,,-0.012217542,-0.011626648,-0.014646853
20040527,-0.002407354,-0.020911278,-0.014872003,-0.012656087,-0.01101136,,0.006336573,-0.007084128,-0.012508994,,-0.01052186,,-0.009509302,-0.009240795
20040528,,-0.017000022,-0.00568113,,-0.012793296,-0.004944383,-0.009395712,,-0.007512095,-0.002398903,-0.004817087,-0.013806192,-0.027600424,-0.012331765
20040601,-0.015713228,-0.008628603,0.012363322,-0.007326923,0.002427689,-0.011107065,-0.02399762,,-0.017170873,,-0.006016771,-0.009930207,-0.013936336,-0.009169807
20040602,0.008507287,-0.01403512,-0.010602397,0.015116438,-0.004778048,0.003345337,-0.014321694,-0.000191022,-0.000216106,-0.004788672,-0.015030013,-0.142689491,-0.011374607,-0.006217025
20040603,-0.023915961,,-0.015595782,-0.013575797,-0.011622,-0.007087439,-0.006394353,-0.00788298,-0.004050776,-0.008460014,-0.008970237,-0.017390903,-0.00911411,-0.008751104
20040604,0.020658545,-0.006500135,-0.021375883,-0.011161149,-0.024020835,-0.007681899,-0.012113491,-0.008675378,-0.029786248,-0.015908322,-0.010046134,-0.013955095,0.002415379,0.000481257
20040607,0.04819135,-0.010480514,-0.008166668,-0.008773212,-0.028067298,-0.008308198,-0.010159514,0.006258243,-0.0110368,-0.004046647,-0.007952444,-0.029406061,-0.02632625,-0.01045473
20040608,-0.015801168,0.000539719,-0.01396037,-0.011593779,-0.005964735,-0.007204721,-0.012334187,-0.019457847,-0.009643702,-0.0193261,-0.013922668,-0.010940891,0.016504841,-0.016167422
20040609,-0.017130001,-0.002758354,-0.003802195,0.007439236,0.005613974,-0.00162777,-0.012547764,-0.009814887,-0.010412454,-0.000327769,-0.004406517,,0.008671195,0.000494489
20040610,,-0.012363038,-0.025119622,-0.018613433,-0.023600298,-0.024394726,-0.014741724,-0.017642067,-0.008031967,-0.022807904,,-0.033251557,-0.050318147,-0.017319437
20040614,-0.023316259,-0.017370601,-0.011390456,-0.016429823,-0.011484667,-0.00895997,-0.007784567,-0.002637478,-0.010025979,,-0.00820214,-0.00544106,-0.003384888,-0.017818634
20040615,0.018106596,-0.010654645,-0.019731902,-0.012543174,-0.00764828,-0.025071703,-0.026993585,-0.015087873,,-0.007241813,-0.015248903,-0.012536901,-0.01019269,-0.010795799
20040616,-0.008855855,-0.023323147,-0.017338014,-0.010950178,-0.026160948,-0.014657391,,,-0.004311003,,-0.021550221,-0.023662772,-0.007211494,-0.007751398
20040617,,-0.000249362,-0.01064556,-0.009401462,-0.02013097,,-0.013282982,,,-0.028799272,-0.023958855,-0.015310448,-0.004391853,-0.035047186
20040618,-0.025255819,-0.013803912,-0.006719474,-0.010434435,-0.032076282,-0.021459115,-0.01139115,,-0.009811078,-0.007831437,,0.010468945,-0.022796201,-0.018020717
20040621,-0.022873385,-0.026038566,-0.030423626,-0.004192831,-0.020097756,,-0.017224153,,-0.01673947,-0.024453342,,-0.03443673,0.007572531,-0.028710474
20040622,-0.01513083,-0.012159326,-0.014733751,-0.011137358,-0.010438398,,-0.021241151,-0.01314256,-0.012650071,-0.027321736,-0.011077369,-0.004425257,-0.025234254,-0.013181532
20040623,,-0.021373095,-0.012483904,-0.021647079,-0.004781129,-0.012034345,,-0.046382813,-0.010842137,-0.016621913,-0.023862427,,-0.015319231,-0.016675254
20040624,-0.022283443,-0.01067133,-0.01594375,-0.038901052,-0.021618962,-0.016680216,-0.04956539,-0.008714948,,0.008357474,-0.023377662,-0.012660579,-0.0141585,-0.029390892
20040625,-0.015372919,-0.012403513,-0.011225527,-0.018099478,-0.010103651,,,,,,,,-0.016711836,-0.004243186
20040628,0.044524659,-0.001446933,-0.0102703,-0.00734392,-0.016882262,-0.022294274,-0.02615866,,,-0.030403457,-0.009323375,-0.005460185,-0.009874228,-0.002102517
