DATE,DDEF
20031230 ,0.98
20031231 ,0.98
20040101 ,
20040102 ,0.97
20040105 ,0.98
20040106 ,0.98
20040107 ,0.96
20040108 ,0.9
20040109 ,0.9
20040112 ,0.91
20040113 ,0.91
20040114 ,0.91
20040115 ,0.91
20040116 ,0.91
20040119 ,
20040120 ,0.91
20040121 ,0.91
20040122 ,0.91
20040123 ,0.9
20040126 ,0.88
20040127 ,0.86
20040128 ,0.86
20040129 ,0.83
20040130 ,0.82
20040202 ,0.8
20040203 ,0.79
20040204 ,0.78
20040205 ,0.78
20040206 ,0.77
20040209 ,0.76
20040210 ,0.76
20040211 ,0.76
20040212 ,0.75
20040213 ,0.75
20040216 ,
20040217 ,0.74
20040218 ,0.75
20040219 ,0.77
20040220 ,0.75
20040223 ,0.76
20040224 ,0.76
20040225 ,0.77
20040226 ,0.76
20040227 ,0.77
20040301 ,0.77
20040302 ,0.77
20040303 ,0.77
20040304 ,0.77
20040305 ,0.78
20040308 ,0.79
20040309 ,0.79
20040310 ,0.79
20040311 ,0.79
20040312 ,0.8
20040315 ,0.81
20040316 ,0.77
20040317 ,0.77
20040318 ,0.8
20040319 ,0.79
20040322 ,0.82
20040323 ,0.8
20040324 ,0.8
20040325 ,0.81
20040326 ,0.8
20040329 ,0.79
20040330 ,0.78
20040331 ,0.78
20040401 ,0.78
20040402 ,0.77
20040405 ,0.75
20040406 ,0.75
20040407 ,0.75
20040408 ,0.74
20040409 ,
20040412 ,0.74
20040413 ,0.73
20040414 ,0.72
20040415 ,0.71
20040416 ,0.71
20040419 ,0.72
20040420 ,0.71
20040421 ,0.72
20040422 ,0.72
20040423 ,0.71
20040426 ,0.71
20040427 ,0.71
20040428 ,0.71
20040429 ,0.72
20040430 ,0.71
20040503 ,0.71
20040504 ,0.71
20040505 ,0.75
20040506 ,0.71
20040507 ,0.7
20040510 ,0.67
20040511 ,0.7
20040512 ,0.7
20040513 ,0.69
20040514 ,0.7
20040517 ,0.72
20040518 ,0.71
20040519 ,0.7
20040520 ,0.72
20040521 ,0.71
20040524 ,0.71
20040525 ,0.72
20040526 ,0.72
20040527 ,0.72
20040528 ,0.72
20040531 ,
20040601 ,0.74
20040602 ,0.76
20040603 ,0.76
20040604 ,0.77
20040607 ,0.76
20040608 ,0.76
20040609 ,0.75
20040610 ,0.76
20040611 ,
20040614 ,0.76
20040615 ,0.78
20040616 ,0.76
20040617 ,0.78
20040618 ,0.77
20040621 ,0.77
20040622 ,0.78
20040623 ,0.79
20040624 ,0.77
20040625 ,0.78
20040628 ,0.77
20040629 ,0.78
20040630 ,0.8
20040701 ,0.8
20040702 ,0.8
20040705 ,
20040706 ,0.8
20040707 ,0.8
20040708 ,0.8
20040709 ,0.8
20040712 ,0.8
20040713 ,0.8
20040714 ,0.79
20040715 ,0.79
20040716 ,0.8
20040719 ,0.79
20040720 ,0.81
20040721 ,0.81
20040722 ,0.81
20040723 ,0.81
20040726 ,0.8
20040727 ,0.8
20040728 ,0.8
20040729 ,0.79
20040730 ,0.79
20040802 ,0.82
20040803 ,0.82
20040804 ,0.82
20040805 ,0.82
20040806 ,0.82
20040809 ,0.82
20040810 ,0.83
20040811 ,0.8
20040812 ,0.8
20040813 ,0.81
20040816 ,0.82
20040817 ,0.82
20040818 ,0.81
20040819 ,0.82
20040820 ,0.82
20040823 ,0.82
20040824 ,0.81
20040825 ,0.81
20040826 ,0.81
20040827 ,0.81
20040830 ,0.81
20040831 ,0.81
20040901 ,0.82
20040902 ,0.82
20040903 ,0.82
20040906 ,
20040907 ,0.82
20040908 ,0.82
20040909 ,0.82
20040910 ,0.82
20040913 ,0.81
20040914 ,0.81
20040915 ,0.81
20040916 ,0.81
20040917 ,0.8
20040920 ,0.79
20040921 ,0.8
20040922 ,0.8
20040923 ,0.8
20040924 ,0.81
20040927 ,0.82
20040928 ,0.81
20040929 ,0.81
20040930 ,0.78
20041001 ,0.77
20041004 ,0.77
20041005 ,0.76
20041006 ,0.75
20041007 ,0.75
20041008 ,0.75
20041011 ,
20041012 ,0.75
20041013 ,0.74
20041014 ,0.73
20041015 ,0.72
20041018 ,0.73
20041019 ,0.73
20041020 ,0.71
20041021 ,0.71
20041022 ,0.73
20041025 ,0.73
20041026 ,0.73
20041027 ,0.72
20041028 ,0.73
20041029 ,0.73
20041101 ,0.7
20041102 ,0.69
20041103 ,0.69
20041104 ,0.69
20041105 ,0.67
20041108 ,0.66
20041109 ,0.63
20041110 ,0.67
20041111 ,
20041112 ,0.69
20041115 ,0.69
20041116 ,0.69
20041117 ,0.69
20041118 ,0.7
20041119 ,0.71
20041122 ,0.7
20041123 ,0.7
20041124 ,0.7
20041125 ,
20041126 ,0.7
20041129 ,0.69
20041130 ,0.69
20041201 ,0.7
20041202 ,0.69
20041203 ,0.69
20041206 ,0.69
20041207 ,0.69
20041208 ,0.71
20041209 ,0.71
20041210 ,0.7
20041213 ,0.68
20041214 ,0.69
20041215 ,0.7
20041216 ,0.7
20041217 ,0.67
20041220 ,0.67
20041221 ,0.67
20041222 ,0.67
20041223 ,0.67
20041224 ,
20041227 ,0.66
20041228 ,0.68
20041229 ,0.67
20041230 ,0.67
20041231 ,0.67
20050103 ,0.66
20050104 ,0.65
20050105 ,0.65
20050106 ,0.65
20050107 ,0.65
20050110 ,0.66
20050111 ,0.65
20050112 ,0.66
20050113 ,0.65
20050114 ,0.66
20050117 ,
20050118 ,0.66
20050119 ,0.66
20050120 ,0.68
20050121 ,0.66
20050124 ,0.66
20050125 ,0.66
20050126 ,0.67
20050127 ,0.67
20050128 ,0.67
20050131 ,0.67
20050201 ,0.67
20050202 ,0.67
20050203 ,0.67
20050204 ,0.64
20050207 ,0.63
20050208 ,0.63
20050209 ,0.61
20050210 ,0.61
20050211 ,0.59
20050214 ,0.6
20050215 ,0.6
20050216 ,0.59
20050217 ,0.6
20050218 ,0.57
20050221 ,
20050222 ,0.6
20050223 ,0.61
20050224 ,0.61
20050225 ,0.61
20050228 ,0.6
20050301 ,0.61
20050302 ,0.61
20050303 ,0.61
20050304 ,0.63
20050307 ,0.63
20050308 ,0.62
20050309 ,0.62
20050310 ,0.62
20050311 ,0.62
20050314 ,0.63
20050315 ,0.63
20050316 ,0.65
20050317 ,0.67
20050318 ,0.68
20050321 ,0.69
20050322 ,0.69
20050323 ,0.69
20050324 ,0.71
20050325 ,
20050328 ,0.7
20050329 ,0.72
20050330 ,0.73
20050331 ,0.74
20050401 ,0.75
20050404 ,0.74
20050405 ,0.72
20050406 ,0.7
20050407 ,0.66
20050408 ,0.67
20050411 ,0.7
20050412 ,0.7
20050413 ,0.7
20050414 ,0.73
20050415 ,0.75
20050418 ,0.74
20050419 ,0.74
20050420 ,0.74
20050421 ,0.72
20050422 ,0.73
20050425 ,0.72
20050426 ,0.72
20050427 ,0.73
20050428 ,0.74
20050429 ,0.76
20050502 ,0.77
20050503 ,0.77
20050504 ,0.75
20050505 ,0.75
20050506 ,0.81
20050509 ,0.8
20050510 ,0.82
20050511 ,0.82
20050512 ,0.84
20050513 ,0.87
20050516 ,0.89
20050517 ,0.92
20050518 ,0.92
20050519 ,0.91
20050520 ,0.92
20050523 ,0.9
20050524 ,0.91
20050525 ,0.9
20050526 ,0.89
20050527 ,0.89
20050530 ,
20050531 ,0.88
20050601 ,0.89
20050602 ,0.88
20050603 ,0.87
20050606 ,0.86
20050607 ,0.87
20050608 ,0.88
20050609 ,0.89
20050610 ,0.9
20050613 ,0.89
20050614 ,0.9
20050615 ,0.9
20050616 ,0.91
20050617 ,0.9
20050620 ,0.9
20050621 ,0.91
20050622 ,0.92
20050623 ,0.91
20050624 ,0.92
20050627 ,0.93
20050628 ,0.93
20050629 ,0.9
20050630 ,0.9
20050701 ,0.9
20050704 ,
20050705 ,0.9
20050706 ,0.91
20050707 ,0.9
20050708 ,0.89
20050711 ,0.93
20050712 ,0.92
20050713 ,0.91
20050714 ,0.9
20050715 ,0.9
20050718 ,0.9
20050719 ,0.89
20050720 ,0.89
20050721 ,0.91
20050722 ,0.91
20050725 ,0.87
20050726 ,0.87
20050727 ,0.87
20050728 ,0.87
20050729 ,0.87
20050801 ,0.86
20050802 ,0.85
20050803 ,0.86
20050804 ,0.86
20050805 ,0.86
20050808 ,0.86
20050809 ,0.87
20050810 ,0.87
20050811 ,0.87
20050812 ,0.88
20050815 ,0.87
20050816 ,0.87
20050817 ,0.87
20050818 ,0.87
20050819 ,0.87
20050822 ,0.87
20050823 ,0.87
20050824 ,0.87
20050825 ,0.87
20050826 ,0.86
20050829 ,0.87
20050830 ,0.87
20050831 ,0.88
20050901 ,0.89
20050902 ,0.92
20050905 ,
20050906 ,0.92
20050907 ,0.91
20050908 ,0.91
20050909 ,0.91
20050912 ,0.9
20050913 ,0.9
20050914 ,0.9
20050915 ,0.9
20050916 ,0.89
20050919 ,0.89
20050920 ,0.88
20050921 ,0.89
20050922 ,0.9
20050923 ,0.9
20050926 ,0.9
20050927 ,0.9
20050928 ,0.91
20050929 ,0.91
20050930 ,0.93
20051003 ,0.94
20051004 ,0.94
20051005 ,0.94
20051006 ,0.92
20051007 ,0.92
20051010 ,
20051011 ,0.92
20051012 ,0.94
20051013 ,0.95
20051014 ,0.96
20051017 ,0.95
20051018 ,0.96
20051019 ,0.97
20051020 ,0.97
20051021 ,0.96
20051024 ,0.97
20051025 ,0.97
20051026 ,0.97
20051027 ,0.97
20051028 ,0.97
20051031 ,0.97
20051101 ,0.98
20051102 ,0.97
20051103 ,0.95
20051104 ,0.95
20051107 ,0.96
20051108 ,0.96
20051109 ,0.96
20051110 ,0.96
20051111 ,
20051114 ,0.96
20051115 ,0.97
20051116 ,0.98
20051117 ,0.98
20051118 ,0.99
20051121 ,0.99
20051122 ,1
20051123 ,0.99
20051124 ,
20051125 ,1
20051128 ,1
20051129 ,0.99
20051130 ,0.96
20051201 ,0.94
20051202 ,0.95
20051205 ,0.95
20051206 ,0.96
20051207 ,0.96
20051208 ,0.96
20051209 ,0.96
20051212 ,0.96
20051213 ,0.96
20051214 ,0.95
20051215 ,0.95
20051216 ,0.94
20051219 ,0.94
20051220 ,0.94
20051221 ,0.95
20051222 ,0.95
20051223 ,0.95
20051226 ,
20051227 ,0.96
20051228 ,0.95
20051229 ,0.95
20051230 ,0.95
20060102 ,
20060103 ,0.95
20060104 ,0.95
20060105 ,0.94
20060106 ,0.94
20060109 ,0.94
20060110 ,0.96
20060111 ,0.96
20060112 ,0.96
20060113 ,0.95
20060116 ,
20060117 ,0.96
20060118 ,0.95
20060119 ,0.95
20060120 ,0.94
20060123 ,0.94
20060124 ,0.94
20060125 ,0.93
20060126 ,0.93
20060127 ,0.92
20060130 ,0.92
20060131 ,0.92
20060201 ,0.92
20060202 ,0.91
20060203 ,0.94
20060206 ,0.94
20060207 ,0.94
20060208 ,0.95
20060209 ,0.95
20060210 ,0.94
20060213 ,0.93
20060214 ,0.93
20060215 ,0.92
20060216 ,0.91
20060217 ,0.92
20060220 ,
20060221 ,0.91
20060222 ,0.91
20060223 ,0.91
20060224 ,0.9
20060227 ,0.9
20060228 ,0.89
20060301 ,0.89
20060302 ,0.89
20060303 ,0.89
20060306 ,0.88
20060307 ,0.89
20060308 ,0.88
20060309 ,0.89
20060310 ,0.89
20060313 ,0.89
20060314 ,0.88
20060315 ,0.88
20060316 ,0.88
20060317 ,0.87
20060320 ,0.87
20060321 ,0.88
20060322 ,0.89
20060323 ,0.89
20060324 ,0.9
20060327 ,0.89
20060328 ,0.89
20060329 ,0.9
20060330 ,0.89
20060331 ,0.88
20060403 ,0.88
20060404 ,0.87
20060405 ,0.86
20060406 ,0.86
20060407 ,0.85
20060410 ,0.85
20060411 ,0.85
20060412 ,0.85
20060413 ,0.85
20060414 ,
20060417 ,0.85
20060418 ,0.84
20060419 ,0.83
20060420 ,0.82
20060421 ,0.83
20060424 ,0.82
20060425 ,0.82
20060426 ,0.81
20060427 ,0.8
20060428 ,0.79
20060501 ,0.77
20060502 ,0.75
20060503 ,0.76
20060504 ,0.76
20060505 ,0.76
20060508 ,0.76
20060509 ,0.77
20060510 ,0.78
20060511 ,0.78
20060512 ,0.78
20060515 ,0.78
20060516 ,0.8
20060517 ,0.8
20060518 ,0.82
20060519 ,0.82
20060522 ,0.82
20060523 ,0.82
20060524 ,0.83
20060525 ,0.82
20060526 ,0.83
20060529 ,
20060530 ,0.83
20060531 ,0.83
20060601 ,0.83
20060602 ,0.84
20060605 ,0.84
20060606 ,0.84
20060607 ,0.86
20060608 ,0.85
20060609 ,0.88
20060612 ,0.85
20060613 ,0.85
20060614 ,0.9
20060615 ,0.9
20060616 ,0.9
20060619 ,0.89
20060620 ,0.89
20060621 ,0.92
20060622 ,0.93
20060623 ,0.93
20060626 ,0.93
20060627 ,0.94
20060628 ,0.93
20060629 ,0.93
20060630 ,0.91
20060703 ,0.91
20060704 ,
20060705 ,0.91
20060706 ,0.9
20060707 ,0.91
20060710 ,0.9
20060711 ,0.91
20060712 ,0.91
20060713 ,0.91
20060714 ,0.93
20060717 ,0.93
20060718 ,0.93
20060719 ,0.93
20060720 ,0.94
20060721 ,0.94
20060724 ,0.93
20060725 ,0.9
20060726 ,0.9
20060727 ,0.89
20060728 ,0.88
20060731 ,0.88
20060801 ,0.89
20060802 ,0.88
20060803 ,0.89
20060804 ,0.89
20060807 ,0.88
20060808 ,0.89
20060809 ,0.89
20060810 ,0.88
20060811 ,0.89
20060814 ,0.9
20060815 ,0.91
20060816 ,0.91
20060817 ,0.91
20060818 ,0.91
20060821 ,0.91
20060822 ,0.91
20060823 ,0.92
20060824 ,0.92
20060825 ,0.93
20060828 ,0.92
20060829 ,0.93
20060830 ,0.93
20060831 ,0.93
20060901 ,0.93
20060904 ,
20060905 ,0.92
20060906 ,0.93
20060907 ,0.93
20060908 ,0.93
20060911 ,0.92
20060912 ,0.91
20060913 ,0.91
20060914 ,0.91
20060915 ,0.91
20060918 ,0.9
20060919 ,0.91
20060920 ,0.91
20060921 ,0.92
20060922 ,0.92
20060925 ,0.92
20060926 ,0.93
20060927 ,0.93
20060928 ,0.94
20060929 ,0.94
20061002 ,0.94
20061003 ,0.94
20061004 ,0.94
20061005 ,0.94
20061006 ,0.94
20061009 ,
20061010 ,0.94
20061011 ,0.95
20061012 ,0.94
20061013 ,0.94
20061016 ,0.93
20061017 ,0.93
20061018 ,0.93
20061019 ,0.93
20061020 ,0.93
20061023 ,0.89
20061024 ,0.87
20061025 ,0.87
20061026 ,0.87
20061027 ,0.86
20061030 ,0.86
20061031 ,0.86
20061101 ,0.86
20061102 ,0.87
20061103 ,0.85
20061106 ,0.85
20061107 ,0.85
20061108 ,0.85
20061109 ,0.85
20061110 ,0.87
20061113 ,0.87
20061114 ,0.88
20061115 ,0.88
20061116 ,0.88
20061117 ,0.88
20061120 ,0.88
20061121 ,0.88
20061122 ,0.88
20061123 ,
20061124 ,0.88
20061127 ,0.89
20061128 ,0.89
20061129 ,0.89
20061130 ,0.9
20061201 ,0.9
20061204 ,0.9
20061205 ,0.89
20061206 ,0.89
20061207 ,0.89
20061208 ,0.89
20061211 ,0.89
20061212 ,0.89
20061213 ,0.89
20061214 ,0.9
20061215 ,0.9
20061218 ,0.9
20061219 ,0.9
20061220 ,0.9
20061221 ,0.9
20061222 ,0.9
20061225 ,
20061226 ,0.9
20061227 ,0.9
20061228 ,0.9
20061229 ,0.89
20070101 ,
20070102 ,0.98
20070103 ,0.96
20070104 ,0.96
20070105 ,0.96
20070108 ,0.96
20070109 ,0.96
20070110 ,0.96
20070111 ,0.96
20070112 ,0.95
20070115 ,
20070116 ,0.95
20070117 ,0.94
20070118 ,0.93
20070119 ,0.94
20070122 ,0.93
20070123 ,0.93
20070124 ,0.92
20070125 ,0.92
20070126 ,0.91
20070129 ,0.91
20070130 ,0.91
20070131 ,0.92
20070201 ,0.92
20070202 ,0.91
20070205 ,0.91
20070206 ,0.9
20070207 ,0.9
20070208 ,0.89
20070209 ,0.89
20070212 ,0.88
20070213 ,0.89
20070214 ,0.89
20070215 ,0.88
20070216 ,0.88
20070219 ,
20070220 ,0.88
20070221 ,0.87
20070222 ,0.87
20070223 ,0.86
20070226 ,0.87
20070227 ,0.89
20070228 ,0.91
20070301 ,0.92
20070302 ,0.93
20070305 ,0.95
20070306 ,0.95
20070307 ,0.94
20070308 ,0.95
20070309 ,0.94
20070312 ,0.94
20070313 ,0.96
20070314 ,0.97
20070315 ,0.96
20070316 ,0.97
20070319 ,0.98
20070320 ,0.98
20070321 ,0.98
20070322 ,0.99
20070323 ,0.99
20070326 ,0.99
20070327 ,0.99
20070328 ,0.99
20070329 ,0.97
20070330 ,0.97
20070402 ,0.97
20070403 ,0.93
20070404 ,0.93
20070405 ,0.93
20070406 ,0.93
20070409 ,0.93
20070410 ,0.93
20070411 ,0.92
20070412 ,0.92
20070413 ,0.91
20070416 ,0.94
20070417 ,0.93
20070418 ,0.92
20070419 ,0.92
20070420 ,0.93
20070423 ,0.92
20070424 ,0.92
20070425 ,0.92
20070426 ,0.92
20070427 ,0.92
20070430 ,0.91
20070501 ,0.91
20070502 ,0.91
20070503 ,0.9
20070504 ,0.9
20070507 ,0.87
20070508 ,0.87
20070509 ,0.9
20070510 ,0.9
20070511 ,0.9
20070514 ,0.9
20070515 ,0.89
20070516 ,0.89
20070517 ,0.95
20070518 ,0.95
20070521 ,0.92
20070522 ,0.92
20070523 ,0.92
20070524 ,0.93
20070525 ,0.92
20070528 ,
20070529 ,0.93
20070530 ,0.93
20070531 ,0.93
20070601 ,0.93
20070604 ,0.94
20070605 ,0.93
20070606 ,0.94
20070607 ,0.95
20070608 ,0.96
20070611 ,0.9
20070612 ,0.9
20070613 ,0.9
20070614 ,0.9
20070615 ,0.89
20070618 ,0.89
20070619 ,0.88
20070620 ,0.86
20070621 ,0.87
20070622 ,0.88
20070625 ,0.88
20070626 ,0.88
20070627 ,0.88
20070628 ,0.9
20070629 ,0.89
20070702 ,0.89
20070703 ,0.9
20070704 ,
20070705 ,0.9
20070706 ,0.89
20070709 ,0.89
20070710 ,0.89
20070711 ,0.88
20070712 ,0.88
20070713 ,0.88
20070716 ,0.88
20070717 ,0.88
20070718 ,0.88
20070719 ,0.89
20070720 ,0.88
20070723 ,0.89
20070724 ,0.9
20070725 ,0.91
20070726 ,1.05
20070727 ,1.09
20070730 ,1.05
20070731 ,1.01
20070801 ,1.01
20070802 ,1
20070803 ,0.9
20070806 ,0.9
20070807 ,0.9
20070808 ,0.88
20070809 ,0.87
20070810 ,0.87
20070813 ,0.87
20070814 ,0.88
20070815 ,0.83
20070816 ,0.82
20070817 ,0.84
20070820 ,0.84
20070821 ,0.84
20070822 ,0.83
20070823 ,0.83
20070824 ,0.83
20070827 ,0.84
20070828 ,0.84
20070829 ,0.82
20070830 ,0.82
20070831 ,0.83
20070903 ,
20070904 ,0.83
20070905 ,0.81
20070906 ,0.83
20070907 ,0.82
20070910 ,0.86
20070911 ,0.86
20070912 ,0.88
20070913 ,0.9
20070914 ,0.9
20070917 ,0.9
20070918 ,0.88
20070919 ,0.87
20070920 ,0.85
20070921 ,0.86
20070924 ,0.85
20070925 ,0.84
20070926 ,0.84
20070927 ,0.83
20070928 ,0.83
20071001 ,0.83
20071002 ,0.83
20071003 ,0.82
20071004 ,0.84
20071005 ,0.81
20071008 ,
20071009 ,0.79
20071010 ,0.79
20071011 ,0.77
20071012 ,0.8
20071015 ,0.79
20071016 ,0.8
20071017 ,0.81
20071018 ,0.82
20071019 ,0.83
20071022 ,0.82
20071023 ,0.82
20071024 ,0.83
20071025 ,0.83
20071026 ,0.84
20071029 ,0.84
20071030 ,0.85
20071031 ,0.85
20071101 ,0.84
20071102 ,0.85
20071105 ,0.88
20071106 ,0.88
20071107 ,0.87
20071108 ,0.89
20071109 ,0.89
20071112 ,
20071113 ,0.91
20071114 ,0.92
20071115 ,0.94
20071116 ,0.95
20071119 ,0.96
20071120 ,0.99
20071121 ,1.01
20071122 ,
20071123 ,1.01
20071126 ,1.02
20071127 ,1.08
20071128 ,1.09
20071129 ,1.11
20071130 ,1.1
20071203 ,1.12
20071204 ,1.14
20071205 ,1.18
20071206 ,1.17
20071207 ,1.19
20071210 ,1.17
20071211 ,1.15
20071212 ,1.17
20071213 ,1.17
20071214 ,1.15
20071217 ,1.15
20071218 ,1.14
20071219 ,1.14
20071220 ,1.13
20071221 ,1.15
20071224 ,1.15
20071225 ,
20071226 ,1.15
20071227 ,1.16
20071228 ,1.14
20071231 ,1.15
20080101 ,
20080102 ,1.14
20080103 ,1.15
20080104 ,1.13
20080107 ,1.17
20080108 ,1.18
20080109 ,1.17
20080110 ,1.15
20080111 ,1.21
20080114 ,1.21
20080115 ,1.22
20080116 ,1.22
20080117 ,1.23
20080118 ,1.25
20080121 ,
20080122 ,1.23
20080123 ,1.24
20080124 ,1.24
20080125 ,1.24
20080128 ,1.26
20080129 ,1.26
20080130 ,1.25
20080131 ,1.25
20080201 ,1.25
20080204 ,1.27
20080205 ,1.29
20080206 ,1.3
20080207 ,1.31
20080208 ,1.3
20080211 ,1.29
20080212 ,1.27
20080213 ,1.29
20080214 ,1.28
20080215 ,1.29
20080218 ,
20080219 ,1.29
20080220 ,1.3
20080221 ,1.31
20080222 ,1.31
20080225 ,1.31
20080226 ,1.3
20080227 ,1.31
20080228 ,1.33
20080229 ,1.33
20080303 ,1.33
20080304 ,1.34
20080305 ,1.35
20080306 ,1.36
20080307 ,1.38
20080310 ,1.39
20080311 ,1.36
20080312 ,1.39
20080313 ,1.42
20080314 ,1.38
20080317 ,1.37
20080318 ,1.37
20080319 ,1.4
20080320 ,1.41
20080321 ,
20080324 ,1.41
20080325 ,1.41
20080326 ,1.41
20080327 ,1.41
20080328 ,1.42
20080331 ,1.42
20080401 ,1.43
20080402 ,1.43
20080403 ,1.42
20080404 ,1.45
20080407 ,1.44
20080408 ,1.43
20080409 ,1.43
20080410 ,1.43
20080411 ,1.44
20080414 ,1.45
20080415 ,1.45
20080416 ,1.43
20080417 ,1.44
20080418 ,1.39
20080421 ,1.37
20080422 ,1.41
20080423 ,1.41
20080424 ,1.4
20080425 ,1.41
20080428 ,1.35
20080429 ,1.35
20080430 ,1.36
20080501 ,1.32
20080502 ,1.28
20080505 ,1.32
20080506 ,1.31
20080507 ,1.31
20080508 ,1.34
20080509 ,1.35
20080512 ,1.35
20080513 ,1.35
20080514 ,1.37
20080515 ,1.36
20080516 ,1.36
20080519 ,1.36
20080520 ,1.36
20080521 ,1.37
20080522 ,1.39
20080523 ,1.39
20080526 ,
20080527 ,1.4
20080528 ,1.4
20080529 ,1.39
20080530 ,1.39
20080602 ,1.39
20080603 ,1.38
20080604 ,1.38
20080605 ,1.38
20080606 ,1.37
20080609 ,1.38
20080610 ,1.39
20080611 ,1.41
20080612 ,1.4
20080613 ,1.41
20080616 ,1.42
20080617 ,1.41
20080618 ,1.41
20080619 ,1.37
20080620 ,1.39
20080623 ,1.39
20080624 ,1.4
20080625 ,1.41
20080626 ,1.4
20080627 ,1.42
20080630 ,1.44
20080701 ,1.45
20080702 ,1.47
20080703 ,1.47
20080704 ,
20080707 ,1.48
20080708 ,1.5
20080709 ,1.49
20080710 ,1.51
20080711 ,1.52
20080714 ,1.52
20080715 ,1.51
20080716 ,1.51
20080717 ,1.52
20080718 ,1.51
20080721 ,1.51
20080722 ,1.49
20080723 ,1.49
20080724 ,1.5
20080725 ,1.49
20080728 ,1.49
20080729 ,1.48
20080730 ,1.48
20080731 ,1.48
20080801 ,1.48
20080804 ,1.48
20080805 ,1.48
20080806 ,1.48
20080807 ,1.47
20080808 ,1.49
20080811 ,1.49
20080812 ,1.49
20080813 ,1.49
20080814 ,1.5
20080815 ,1.5
20080818 ,1.51
20080819 ,1.51
20080820 ,1.53
20080821 ,1.53
20080822 ,1.55
20080825 ,1.56
20080826 ,1.57
20080827 ,1.56
20080828 ,1.57
20080829 ,1.52
20080901 ,
20080902 ,1.53
20080903 ,1.53
20080904 ,1.55
20080905 ,1.57
20080908 ,1.58
20080909 ,1.6
20080910 ,1.56
20080911 ,1.61
20080912 ,1.61
20080915 ,1.67
20080916 ,1.67
20080917 ,1.67
20080918 ,1.65
20080919 ,1.62
20080922 ,1.7
20080923 ,1.68
20080924 ,1.7
20080925 ,1.82
20080926 ,1.82
20080929 ,1.86
20080930 ,1.84
20081001 ,1.85
20081002 ,1.93
20081003 ,2
20081006 ,2.02
20081007 ,2.08
20081008 ,2.1
20081009 ,2.13
20081010 ,2.32
20081013 ,
20081014 ,2.31
20081015 ,2.66
20081016 ,2.61
20081017 ,2.88
20081020 ,2.92
20081021 ,2.92
20081022 ,2.96
20081023 ,3
20081024 ,3.06
20081027 ,3.12
20081028 ,3.11
20081029 ,3.08
20081030 ,3.05
20081031 ,3
20081103 ,3.04
20081104 ,3.01
20081105 ,2.96
20081106 ,2.92
20081107 ,2.89
20081110 ,2.88
20081111 ,
20081112 ,2.86
20081113 ,2.91
20081114 ,2.93
20081117 ,2.93
20081118 ,3.09
20081119 ,3.14
20081120 ,3.33
20081121 ,3.26
20081124 ,3.29
20081125 ,3.37
20081126 ,3.33
20081127 ,
20081128 ,3.43
20081201 ,3.49
20081202 ,3.47
20081203 ,3.5
20081204 ,3.46
20081205 ,3.42
20081208 ,3.43
20081209 ,3.43
20081210 ,3.31
20081211 ,3.34
20081212 ,3.33
20081215 ,3.34
20081216 ,3.32
20081217 ,3.28
20081218 ,3.39
20081219 ,3.45
20081222 ,3.43
20081223 ,3.37
20081224 ,3.35
20081225 ,
20081226 ,3.34
20081229 ,3.31
20081230 ,3.33
20081231 ,3.37
20090101 ,
20090102 ,3.35
20090105 ,3.26
20090106 ,3.23
20090107 ,3.18
20090108 ,3.15
20090109 ,3.13
20090112 ,3.08
20090113 ,3.09
20090114 ,3.08
20090115 ,3.09
20090116 ,3.07
20090119 ,
20090120 ,3.05
20090121 ,3.05
20090122 ,3.03
20090123 ,3.1
20090126 ,3.06
20090127 ,3.01
20090128 ,3
20090129 ,2.96
20090130 ,2.93
20090202 ,2.9
20090203 ,2.93
20090204 ,2.9
20090205 ,2.88
20090206 ,2.83
20090209 ,2.79
20090210 ,2.76
20090211 ,2.81
20090212 ,2.82
20090213 ,2.81
20090216 ,
20090217 ,2.8
20090218 ,2.76
20090219 ,2.72
20090220 ,2.75
20090223 ,2.79
20090224 ,2.82
20090225 ,2.82
20090226 ,2.85
20090227 ,2.81
20090302 ,2.79
20090303 ,2.83
20090304 ,2.86
20090305 ,2.85
20090306 ,2.8
20090309 ,2.87
20090310 ,2.9
20090311 ,2.91
20090312 ,2.94
20090313 ,2.94
20090316 ,2.84
20090317 ,2.87
20090318 ,2.88
20090319 ,2.9
20090320 ,2.92
20090323 ,2.94
20090324 ,3.04
20090325 ,3.05
20090326 ,3.04
20090327 ,3.05
20090330 ,3.05
20090331 ,3.06
20090401 ,3.06
20090402 ,3.06
20090403 ,3.09
20090406 ,3.1
20090407 ,3.1
20090408 ,3.07
20090409 ,3.14
20090410 ,
20090413 ,3.15
20090414 ,3.1
20090415 ,3.06
20090416 ,3.03
20090417 ,3.08
20090420 ,3
20090421 ,2.95
20090422 ,2.93
20090423 ,2.92
20090424 ,2.86
20090427 ,2.86
20090428 ,2.79
20090429 ,2.83
20090430 ,2.79
20090501 ,2.72
20090504 ,2.7
20090505 ,2.74
20090506 ,2.67
20090507 ,2.59
20090508 ,2.54
20090511 ,2.54
20090512 ,2.55
20090513 ,2.56
20090514 ,2.58
20090515 ,2.58
20090518 ,2.57
20090519 ,2.51
20090520 ,2.45
20090521 ,2.42
20090522 ,2.39
20090525 ,
20090526 ,2.35
20090527 ,2.31
20090528 ,2.3
20090529 ,2.4
20090601 ,2.27
20090602 ,2.17
20090603 ,2.09
20090604 ,2.05
