DATE,DDEF
20170607 ,0.68
20170608 ,0.68
20170609 ,0.68
20170612 ,0.67
20170613 ,0.66
20170614 ,0.68
20170615 ,0.67
20170616 ,0.68
20170619 ,0.69
20170620 ,0.71
20170621 ,0.71
20170622 ,0.71
20170623 ,0.7
20170626 ,0.71
20170627 ,0.71
20170628 ,0.7
20170629 ,0.7
20170630 ,0.69
20170703 ,0.7
20170704 ,
20170705 ,0.69
20170706 ,0.69
20170707 ,0.68
20170710 ,0.68
20170711 ,0.71
20170712 ,0.7
20170713 ,0.69
20170714 ,0.71
20170717 ,0.71
20170718 ,0.7
20170719 ,0.69
20170720 ,0.69
20170721 ,0.68
20170724 ,0.71
20170725 ,0.69
20170726 ,0.68
20170727 ,0.68
20170728 ,0.67
20170731 ,0.68
20170801 ,0.68
20170802 ,0.69
20170803 ,0.69
20170804 ,0.67
20170807 ,0.67
20170808 ,0.68
20170809 ,0.7
20170810 ,0.69
20170811 ,0.68
20170814 ,0.68
20170815 ,0.68
20170816 ,0.68
20170817 ,0.66
20170818 ,0.67
20170821 ,0.68
20170822 ,0.66
20170823 ,0.67
20170824 ,0.67
20170825 ,0.67
20170828 ,0.67
20170829 ,0.66
20170830 ,0.67
20170831 ,0.67
20170901 ,0.67
20170904 ,
20170905 ,0.66
20170906 ,0.66
20170907 ,0.62
20170908 ,0.63
20170911 ,0.64
20170912 ,0.67
20170913 ,0.66
20170914 ,0.66
20170915 ,0.67
20170918 ,0.66
20170919 ,0.66
20170920 ,0.67
20170921 ,0.7
20170922 ,0.69
20170925 ,0.7
20170926 ,0.7
20170927 ,0.73
20170928 ,0.72
20170929 ,0.71
20171002 ,0.72
20171003 ,0.72
20171004 ,0.75
20171005 ,0.74
20171006 ,0.72
20171009 ,0.71
20171010 ,0.71
20171011 ,0.72
20171012 ,0.72
20171013 ,0.71
20171016 ,0.71
20171017 ,0.71
20171018 ,0.71
20171019 ,0.72
20171020 ,0.73
20171023 ,0.72
20171024 ,0.71
20171025 ,0.73
20171026 ,0.72
20171027 ,0.72
20171030 ,0.71
20171031 ,0.71
20171101 ,0.73
20171102 ,0.73
20171103 ,0.72
20171106 ,0.73
20171107 ,0.72
20171108 ,0.67
20171109 ,0.66
20171110 ,
20171113 ,0.64
20171114 ,0.65
20171115 ,0.68
20171116 ,0.67
20171117 ,0.67
20171120 ,0.68
20171121 ,0.68
20171122 ,0.71
20171123 ,
20171124 ,0.71
20171127 ,0.72
20171128 ,0.7
20171129 ,0.69
20171130 ,0.69
20171201 ,0.72
20171204 ,0.72
20171205 ,0.72
20171206 ,0.71
20171207 ,0.72
20171208 ,0.71
20171211 ,0.72
20171212 ,0.72
20171213 ,0.71
20171214 ,0.71
20171215 ,0.72
20171218 ,0.72
20171219 ,0.71
20171220 ,0.71
20171221 ,0.72
20171222 ,0.72
20171225 ,
20171226 ,0.72
20171227 ,0.71
20171228 ,0.71
20171229 ,0.72
